rank	5
price	1200
type	scroll
img	scroll_beige
bootTrap	true
cmdParam	ジャンプ

name	クイックの巻物
displayName	Quick Scroll
rank	8
price	2000
type	scroll
img	scroll_beige
cmdParam	クイック

name	マジックウェポンの巻物
displayName	Magic Weapon Scroll
rank	15
price	8800
type	scroll
img	scroll_beige
cmdParam	マジックウェポン

name	ミサイルシールドの巻物
displayName	Missile Shield Scroll
rank	12
price	2900
type	scroll
img	scroll_beige
cmdParam	ミサイルシールド

name	ミスティックアイの巻物
displayName	Mystic Eye Scroll
rank	13
price	4000
type	scroll
img	scroll_beige
bootEvent	true
cmdParam	ミスティックアイ

name	メタルストームの巻物
displayName	Metal Storm Scroll
rank	16
price	13000
type	scroll
img	scroll_beige
cmdParam	メタルストーム

name	ミラーウォールの巻物
displayName	Mirror Wall Scroll
rank	13
price	3800
type	scroll
img	scroll_beige
cmdParam	ミラーウォール

name	アンロックの巻物
displayName	Unlock Scroll
rank	20
price	25000
type	scroll
img	scroll_beige
cmdParam	アンロック

name	マジカルボートの巻物
displayName	Magic Boat Scroll
rank	26
price	53500
type	scroll
img	scroll_beige
cmdParam	マジカルボート

name	スターバーストの巻物
displayName	Starburst Scroll
rank	29
price	83000
type	scroll
img	scroll_beige
cmdParam	スターバースト

name	スリープの魔法書
displayName	Sleep Spellbook
rank	9
price	2200
type	book
img	book_red
range	1
cmdParam	スリープ

name	スカウトの魔法書
displayName	Scout Spellbook
rank	18
price	19500
type	book
img	book_red
range	1
cmdParam	スカウト

name	ウィザードアイの魔法書
displayName	Magic Map Spellbook
rank	19
price	21500
type	book
img	book_red
range	1
cmdParam	ウィザードアイ

name	ファイアリングの魔法書
displayName	Fire Ring Spellbook
rank	20
price	23500
type	book
img	book_red
range	1
cmdParam	ファイアリング

name	ブリザードの魔法書
displayName	Blizzard Spellbook
rank	22
price	36000
type	book
img	book_red
range	1
cmdParam	ブリザード

name	ミラーウォールの魔法書
displayName	Mirror Wall Spellbook
rank	24
price	39500
type	book
img	book_red
range	1
cmdParam	ミラーウォール

name	レビテイトの魔法書
displayName	Levitate Spellbook
rank	25
price	40000
type	book
img	book_red
range	1
cmdParam	レビテイト

name	マインドリードの魔法書
displayName	Mind Read Spellbook
rank	27
price	62500
type	book
img	book_red
range	1
cmdParam	マインドリード

name	サンダーバーストの魔法書
displayName	Thunderburst Spellbook
rank	27
price	63000
type	book
img	book_red
range	1
cmdParam	サンダーバースト

name	ファイアストームの魔法書
displayName	Firestorm Spellbook
rank	31
price	95000
type	book
img	book_red
range	1
cmdParam	ファイアストーム

name	アイスブラストの魔法書
displayName	Ice Blast Spellbook
rank	35
price	186000
type	book
img	book_red
range	1
cmdParam	アイスブラスト

name	メイルシュトロームの魔法書
displayName	Maelstrom Spellbook
rank	37
price	280000
type	book
img	book_red
range	1
cmdParam	メイルシュトローム

name	ワープの魔法書
displayName	Warp Spellbook
rank	42
price	360000
type	book
img	book_red
range	1
cmdParam	ワープ

name	デモニックフレアの魔法書
displayName	Demonic Flare Spellbook
rank	48
price	650000
type	book
img	book_red
range	1
cmdParam	デモニックフレア

name	コールポラリスの魔法書
displayName	Call Polaris Spellbook
rank	49
price	752000
type	book
img	book_red
range	1
cmdParam	コールポラリス

name	サイレンスの魔法書
displayName	Silence Spellbook
rank	15
price	7200
type	book
img	book_blue
range	1
cmdParam	サイレンス

name	トーチの魔法書
displayName	Torch Spellbook
rank	15
price	12800
type	book
img	book_blue
range	1
cmdParam	トーチ

name	マジックバリアの魔法書
displayName	Barrier Spellbook
rank	16
price	14800
type	book
img	book_blue
range	1
cmdParam	マジックバリア

name	キュアパラライズの魔法書
displayName	Cure Paralysis Spellbook
rank	18
price	17800
type	book
img	book_blue
range	1
cmdParam	キュアパラライズ

name	パワーヒールの魔法書
displayName	Mega Heal Spellbook
rank	23
price	36500
type	book
img	book_blue
range	1
cmdParam	パワーヒール

name	キュアポイズンの魔法書
displayName	Cure Poison Spellbook
rank	25
price	42000
type	book
img	book_blue
range	1
cmdParam	キュアポイズン

name	エクストラヒールの魔法書
displayName	Giga Heal Spellbook
rank	28
price	72000
type	book
img	book_blue
range	1
cmdParam	エクストラヒール

name	パワーガードの魔法書
displayName	Power Guard Spellbook
rank	29
price	78000
type	book
img	book_blue
range	1
cmdParam	パワーガード

name	マルチヒールの魔法書
displayName	Multi Heal Spellbook
rank	32
price	97500
type	book
img	book_blue
range	1
cmdParam	マルチヒール

name	レイズデッドの魔法書
displayName	Raise Dead Spellbook
rank	31
price	93500
type	book
img	book_blue
range	1
cmdParam	レイズデッド

name	ライトストリームの魔法書
displayName	Light Stream Spellbook
rank	33
price	135000
type	book
img	book_blue
range	1
cmdParam	ライトストリーム

name	リカバリーの魔法書
displayName	Recovery Spellbook
rank	34
price	158000
type	book
img	book_blue
range	1
cmdParam	リカバリー

name	リターンの魔法書
displayName	Return Spellbook
rank	42
price	350000
type	book
img	book_blue
range	1
cmdParam	リターン

name	レザレクションの魔法書
displayName	Resurrection Spellbook
rank	49
price	720000
type	book
img	book_blue
range	1
cmdParam	レザレクション

name	コールアウラの魔法書
displayName	Call Aura Spellbook
rank	49
price	765000
type	book
img	book_blue
range	1
cmdParam	コールアウラ

name	ジャンプの魔法書
displayName	Jump Spellbook
rank	15
price	8600
type	book
img	book_yellow
range	1
cmdParam	ジャンプ

name	ディテクトの魔法書
displayName	Detect Spellbook
rank	15
price	7500
type	book
img	book_yellow
range	1
cmdParam	ディテクト

name	スパークの魔法書
displayName	Spark Spellbook
rank	18
price	17800
type	book
img	book_yellow
range	1
cmdParam	スパーク

name	イレースマジックの魔法書
displayName	Erase Magic Spellbook
rank	23
price	38000
type	book
img	book_yellow
range	1
cmdParam	イレースマジック

name	ミサイルシールドの魔法書
displayName	Missile Shield Spellbook
rank	22
price	36400
type	book
img	book_yellow
range	1
cmdParam	ミサイルシールド

name	アナライズの魔法書
displayName	Appraise Spellbook
rank	28
price	71000
type	book
img	book_yellow
range	1
cmdParam	アナライズ

name	ミスティックアイの魔法書
displayName	Mystic Eye Spellbook
rank	27
price	67000
type	book
img	book_yellow
range	1
cmdParam	ミスティックアイ

name	マジックウェポンの魔法書
displayName	Magic Weapon Spellbook
rank	30
price	88000
type	book
img	book_yellow
range	1
cmdParam	マジックウェポン

name	マジカルボートの魔法書
displayName	Magic Boat Spellbook
rank	31
price	96000
type	book
img	book_yellow
range	1
cmdParam	マジカルボート

name	リムーブカースの魔法書
displayName	Remove Curse Spellbook
rank	34
price	154000
type	book
img	book_yellow
range	1
cmdParam	リムーブカース

name	アンロックの魔法書
displayName	Unlock Spellbook
rank	35
price	184000
type	book
img	book_yellow
range	1
cmdParam	アンロック

name	アシッドバーストの魔法書
displayName	Acid Shower Spellbook
rank	43
price	395000
type	book
img	book_yellow
range	1
cmdParam	アシッドバースト

name	マルチエイドの魔法書
displayName	Multi Aid Spellbook
rank	44
price	425000
type	book
img	book_yellow
range	1
cmdParam	マルチエイド

name	リペアの魔法書
displayName	Repair Spellbook
rank	44
price	458000
type	book
img	book_yellow
range	1
cmdParam	リペア

name	スターバーストの魔法書
displayName	Starburst Spellbook
rank	50
price	850000
type	book
img	book_yellow
range	1
cmdParam	スターバースト

name	ダガー
displayName	Dagger
rank	3
price	350
type	dagger
part	both
img	dagger_common
grip	40,115
job	戦魔盗鍛海錬狩吟ドバ召ソ曲君ア
weight	5
attack	2～5
times	2
detail	General purpose dagger.

name	良い短剣
displayName	Good Dagger
rank	8
price	2100
type	dagger
part	both
img	dagger_good
grip	41,115
job	戦魔盗鍛海錬狩吟ドバ召ソ曲君ア
weight	5
attack	8～12
speed	2
times	2
detail	Good quality dagger with a slight increase in attack power.

name	悪い短剣
displayName	Bad Dagger
rank	16
price	700
type	dagger
part	both
img	dagger_bad
grip	41,115
job	戦魔盗鍛海錬狩吟ドバ召ソ曲君ア
weight	5
attack	1～3
speed	-1
special	ＳＰＨＰ回復
skill	呪・停滞
cursed	true
detail	Not a good dagger. Cursed.

name	盗賊の短刀
displayName	Thieves' Dagger
rank	17
price	16800
type	dagger
part	both
img	dagger_thieves
grip	41,118
job	盗
weight	6
attack	18～23
speed	4
times	2
thief	20
special	ＳＰ転職
cmdParam	アサシン
detail	A dagger dedicated to thieves. Has hidden magical powers.

name	メイジマッシャー
displayName	Mage Masher
rank	21
price	26500
type	ldagger
part	both
img	ldagger_krisknife
grip	41,182
job	戦盗鍛海狩吟バ曲君ア
weight	10
attack	25～31
speed	4
times	2
skill	沈黙
special	ＳＰパラメータ変化
cmdParam	Max HP:maxLife:20
detail	Dagger to silence mages.

name	スティレット
displayName	Stiletto
rank	24
price	42000
type	ldagger
part	both
img	ldagger_stiletto
grip	41,187
job	戦盗鍛海狩吟バ曲君ア
weight	7
attack	30～38
times	3
speed	4
detail	Dagger with a sharp edge.

name	破魔の短剣
displayName	Exorcising Dagger
rank	36
price	236000
type	ldagger
part	both
weight	10
img	ldagger_khanjar
grip	39,182
job	戦盗鍛海狩吟バ曲君ア
attack	28～37
speed	4
times	3
attrib	聖
slayer	アンデッド,幽霊
detail	A dagger that severs evil power. Highly effective against undead and ghosts.

name	アサシンダガー
displayName	Assassin Dagger
rank	48
price	640000
type	ldagger
part	both
img	ldagger_assassin
grip	41,183
job	ア
weight	3
attack	39～52
times	5
accuracy	3
speed	4
skill	死亡
attrib	邪
detail	Assassin's dagger.<r>Light but sharp.

name	ショートソード
displayName	Short Sword
rank	3
price	300
type	ssword
part	main
img	ssword_short
job	戦盗鍛海狩バ曲君ア
weight	8
grip	40,250
attack	4～9
speed	2
detail	Short sword. Affordable and easy to handle.

name	カトラス
displayName	Cutlass
rank	7
price	1500
type	ssword
part	main
img	ssword_cutlass
grip	40,255
job	戦盗鍛海狩バ曲君ア
weight	13
attack	12～17
times	2
speed	2
skill	複数
detail	Short sword used by sailors.

name	グラディウス
displayName	Gladius
rank	9
price	2300
type	ssword
part	main
img	ssword_gladius
grip	40,262
job	戦盗鍛海狩バ君
weight	12
attack	16～23
times	2
defense	2
detail	Ancient broadsword. Good with a shield.

name	氷の牙
displayName	Ice Sword
rank	29
price	77500
type	ssword
part	main
img	ssword_ice
grip	40,245
job	戦鍛海バ曲君ア
weight	13
attack	33～44
times	3
speed	2
attrib	冷
skill	複数
detail	A magical sword made of ice, emitting freezing air from the blade.

name	疾風の剣
displayName	Gale Sword
rank	59
price	2615000
type	ssword
part	main
img	ssword_white
grip	40,255
job	戦鍛海バ曲君ア
weight	5
attack	36～48
times	7
speed	10
skill	浮遊
detail	A sword blessed by wind that can launch attacks with incredible speed.

name	ロングソード
displayName	Longsword
rank	6
price	1500
type	sword
part	main
img	sword_long
grip	40,330
job	戦鍛バ君
weight	15
attack	10～17
times	2
detail	Common long sword

name	サーベル
displayName	Saber
rank	14
price	5800
type	sword
part	main
img	sword_saber
grip	45,330
job	戦鍛海バ曲君ア
weight	13
attack	19～28
times	2
detail	Common single-edged sword. Easy to handle, even for beginners.

name	フレイムソード
displayName	Flame Sword
rank	15
price	10000
type	sword
part	main
img	sword_flame
grip	40,340
job	戦鍛バ君
weight	16
attack	18～26
times	2
attrib	火
detail	Sword containing a fire spirit. Especially effective against fire-sensitive enemies.

name	シャムシール
displayName	Scimitar
rank	19
price	21900
type	sword
part	main
img	sword_simitar
grip	47,315
job	海曲
weight	16
attack	28～37
times	3
speed	2
skill	複数
detail	Sharp curved sword used by pirates.

name	ファルシオン
displayName	Falchion
rank	27
price	69800
type	sword
part	main
img	sword_falchion
grip	41,335
job	海曲
weight	24
attack	32～43
times	3
skill	複数
detail	Curved sword with a wide blade. High attack power.

name	悪のサーベル
displayName	Evil Saber
rank	44
price	424500
type	sword
part	main
img	sword_broad
grip	45,325
alignment	悪極
job	海曲
weight	32
attack	40～56
times	3
speed	6
attrib	邪
skill	複数
detail	Only usable by evil characters, but the sharpness is guaranteed.

name	魔王の剣
displayName	Demon Sword
rank	60
price	2800000
type	sword
part	main
img	sword_evil
grip	42,330
job	戦バ君
weight	38
attack	54～69
times	3
speed	7
attrib	邪
special	ＳＰ灰
cursed	true
detail	Sword that holds Satan's magic power. If you are captivated by its evil power, you cannot escape from it.

name	ウィローブレード
displayName	Willow Blade
rank	56
price	1950000
type	sword
part	main
img	sword_willow
grip	35,325
job	曲
weight	19
attack	56～72
times	4
speed	10
skill	複数
detail	Fearsomely sharp curved sword that will cut with the slightest touch. Very light and easy to handle.

name	クレイモア
displayName	Claymore
rank	18
price	20000
type	gsword
part	main
img	gsword_claymore
grip	41,375
job	戦バ君
weight	35
attack	24～37
times	3
speed	3
detail	Double-edged cross shaped sword. Heavy but powerful.

name	グレートソード
displayName	Greatsword
rank	24
price	41000
type	gsword
part	main
img	gsword_great
job	戦君
weight	48
grip	41,407
attack	80～92
times	1
speed	3
slayer	巨人
skill	気絶
detail	A large wide sword. Tremendously powerful, but very heavy.

name	フランベルジュ
displayName	Flamberge
rank	25
price	49800
type	gsword
part	main
img	gsword_flamberge
grip	41,389
job	戦バ君
weight	32
attack	32～39
times	3
speed	5
detail	Large sword with corrugated blade. Very high killing power.

name	退魔の剣
displayName	Demon Slayer
rank	33
price	100000
type	gsword
part	main
img	gsword_demon
grip	40,410
race	人
sex	男
weight	20
attack	36～43
times	3
speed	5
strong	100
attrib	聖
slayer	悪魔
detail	Sacred sword handed down through generations of demon hunters. Has the power to slay demons.

name	ムーンブレイド
displayName	Moonblade
rank	34
price	165000
type	gsword
part	main
img	gsword_shotel
grip	42,396
job	曲
weight	24
attack	36～42
times	4
speed	5
slayer	獣人
skill	複数
detail	Mysterious curved sword that leaves a crescent-shaped afterimage when swung. Highly effective against beastkin.

name	エクスカリバー
displayName	Excalibur
rank	53
price	1600000
type	gsword
part	main
img	gsword_excaliber
grip	41,413
job	戦君
weight	28
attack	56～72
times	3
speed	5
attrib	聖
special	ＳＰ転職
cmdParam	ロード
detail	A venerable holy sword that was once used by the High King. Boasts tremendous offensive power.

name	エクスガリバー
displayName	Exgulliver
rank	68
price	25000
type	gsword
part	main
img	gsword_exgulliver
grip	41,413
job	戦君
weight	30
attack	9～13
times	1
speed	2
cursed	true
detail	Resembles the venerable holy sword once used by the High King. Not much offensive power.

name	ドラゴンスレイヤー
displayName	Dragon Slayer
rank	55
price	1896000
type	gsword
part	main
img	gsword_dragon
grip	41,391
job	戦君
weight	38
attack	70～89
times	3
speed	7
slayer	ドラゴン
detail	Legendary sword said to be able to scar the scales of dragons.

name	木の槍
displayName	Wood Spear
rank	3
price	400
type	spear
part	main
reach	1
img	spear_wood
grip	40,300
job	戦鍛海バ君
weight	10
attack	6～10
times	2
defense	2
speed	-1
sound	woodbreak
detail	A crude long spear made of wood.

name	ジャベリン
displayName	Javelin
rank	7
price	1450
type	spear
part	main
reach	1
img	spear_javelin
grip	40,300
job	戦鍛海バ君
weight	8
attack	8～14
times	2
sound	woodbreak
detail	Lightweight spear that can be thrown.

name	鉄の槍
displayName	Steel Spear
rank	12
price	3200
type	spear
part	double
reach	1
img	spear_iron
grip	40,300
job	戦バ君
weight	20
attack	19～26
times	2
defense	4
speed	-1
detail	Standard long spear.

name	パルチザン
displayName	Partisan
rank	15
price	9200
type	spear
part	double
img	spear_partisan
grip	40,300
job	戦バ君
weight	18
reach	1
attack	28～36
times	2
defense	5
speed	-1
detail	Spear with a sharp point.

name	トライデント
displayName	Trident
rank	19
price	23500
type	spear
part	double
img	spear_trident
grip	40,300
job	戦バ君
weight	23
reach	1
attack	30～40
times	3
defense	5
speed	-1
attrib	雷
detail	Spear with three-pronged shaft

name	グレイブ
displayName	Glaive
rank	30
price	88000
type	spear
part	double
img	spear_glaive
reach	1
grip	40,300
job	戦海バ曲君
weight	19
attack	42～54
times	3
defense	5
speed	-1
skill	複数
detail	Spear with a single blade. Capable of not only thrusting, but also cutting.

name	ハルバード
displayName	Halberd
rank	34
price	170000
type	poleax
part	double
reach	1
img	poleax_halberd
grip	80,300
job	戦バ君
weight	34
attack	56～72
times	3
defense	7
speed	-2
detail	Very strong spear. Heavy, but high performance.

name	聖なる槍
displayName	Holy Spear
rank	54
price	1750000
type	spear
part	double
reach	1
img	spear_holy
grip	40,300
job	バ
weight	28
attack	64～84
times	3
defense	9
attrib	聖
detail	Venerable spear said to have been owned by a saint.

name	ハンドアックス
displayName	Handax
rank	4
price	650
type	handax
part	both
img	handax_common
grip	105,120
job	戦鍛海バ君
weight	10
attack	2～12
times	2
speed	-1
detail	Light and easy to handle, a hatchet which can be thrown.

name	トマホーク
displayName	Tomahawk
rank	10
price	2500
type	handax
part	both
img	handax_tomahawk
grip	100,115
job	戦鍛海バ君
weight	8
attack	8～16
times	2
detail	Increased attack power hatchet. Easy to handle and throw.

name	バトルアックス
displayName	Battleaxe
rank	13
price	4200
type	axe
part	main
img	axe_battle
grip	78,255
job	戦鍛海バ君
weight	26
attack	18～32
times	2
speed	-2
slayer	巨人
detail	Double-bladed axe specialized for warfare. High attack power, but a little difficult to use.

name	グレートアックス
displayName	Great Poleaxe
rank	32
price	120000
type	poleax
part	double
reach	1
img	poleax_great
grip	81,332
race	人ド
job	戦バ君
weight	52
attack	64～96
times	2
defense	4
speed	-2
slayer	巨人
skill	気絶
detail	War axe with a longer handle. Hard to handle but with excellent range and attack power.

name	いかずちの斧
displayName	Lightning Axe
rank	35
price	195000
type	axe
part	main
img	axe_lightning
job	戦鍛海バ君
weight	24
grip	82,252
attack	56～84
times	2
speed	-2
attrib	雷
slayer	巨人
detail	An axe containing thunder magic.

name	ミノタウロスの斧
displayName	Minotaur Poleaxe
rank	46
price	499000
type	poleax
part	double
reach	1
img	poleax_minotaur
grip	81,285
job	戦
weight	37
attack	72～108
times	2
speed	-2
defense	4
slayer	巨人
special	ＳＰパラメータ変化
cmdParam	Strength:power:1
skill	複数
detail	War axe said to have been used by the Minotaur, boasting immense attack power.

name	死の大斧
displayName	Death Poleaxe
rank	69
price	760000
type	poleax
part	double
reach	1
img	poleax_death
grip	78,285
job	戦
weight	46
attack	88～122
times	2
defense	4
speed	-10
attrib	邪
slayer	巨人
skill	気絶
cursed	true
detail	Cursed battle axe said to bring death to all.

name	ハンマー
displayName	Hammer
rank	3
price	500
type	hammer
part	main
img	hammer_common
grip	80,190
job	戦鍛君
weight	15
attack	3～15
speed	-1
detail	Hammer used for repair or combat.

name	バトルハンマー
displayName	Warhammer
rank	11
price	3000
type	hammer
part	main
img	hammer_battle
grip	80,190
job	戦鍛君
weight	12
attack	12～24
times	2
speed	-1
detail	Hammer used for repair or combat.

name	スレッジハンマー
displayName	Sledgehammer
rank	18
price	19800
type	sledge
part	double
reach	1
img	sledge_common
grip	79,332
race	人エド
job	戦鍛君
weight	50
attack	96～144
defense	4
speed	-4
slayer	巨人
skill	気絶
detail	A large and powerful hammer. Can also be used for repair.

name	ウォーハンマー
displayName	War Sledgehammer
rank	23
price	34000
type	sledge
part	double
reach	1
img	sledge_war
grip	74,332
job	戦鍛君
weight	45
attack	72～96
times	2
defense	4
speed	-4
slayer	巨人
skill	気絶
detail	A hammer designed for combat. Can be used for repair.

name	大地の槌
displayName	Great Sledgehammer
rank	33
price	150000
type	sledge
part	double
reach	1
img	sledge_great
grip	74,332
job	戦鍛君
weight	48
attack	108～132
times	2
defense	4
speed	-4
attrib	魔
slayer	巨人
skill	気絶
detail	The legendary hammer that was even said to split the earth<r>can be used for restoration.

name	たいまつ
displayName	Torch
rank	3
price	300
type	club
part	main
img	club_torch
grip	39,255
sound	woodbreak
weight	4
attack	1～2
attrib	火
scene	dungeon
detail	Set it aflame to light up the surroundings. It can also be used as a weapon, if you want.

name	棍棒
displayName	Club
rank	2
price	100
type	club
part	main
img	club_wood
grip	39,255
sound	woodbreak
weight	8
attack	2～8
detail	Weapon made from hewn wood. Can be used by anyone.

name	メイス
displayName	Mace
rank	5
price	1000
type	club
part	main
img	club_mace
grip	40,265
job	戦僧鍛司バ君
weight	12
attack	6～10
times	2
detail	Bludgeoning weapon.

name	スパイククラブ
displayName	Spike Club
rank	10
price	2450
type	club
part	main
img	club_spike
grip	39,255
job	戦僧盗鍛狩吟海錬召司ドバモ曲君ア
weight	10
attack	15～19
times	2
detail	A club with metal spikes attached to its tip to increase its offensive power.

name	鮮血のメイス
displayName	Blood Club
rank	30
price	1400
type	club
part	main
img	club_blood
grip	40,265
job	戦僧鍛司バ君
weight	16
attack	7～11
special	ＳＰパラメータ変化,ＳＰパラメータ変化２
cmdParam	Max HP:maxLife:-1,Vitality:vitality:1
cursed	true
detail	A mace stained with the blood of a previous user. Harbors a strong grudge.

name	粉砕のメイス
displayName	Steel Club
rank	21
price	27300
type	club
part	main
img	club_steel
grip	39,255
job	戦僧鍛司バ君
weight	15
attack	29～43
times	2
detail	Very destructive mace made of steel.

name	聖なるメイス
displayName	Gold Club
rank	37
price	280000
type	club
part	main
img	club_gold
grip	39,255
job	僧司君
weight	20
attack	34～46
times	3
attrib	聖
detail	Mace containing holy power. Also grants magic to increase defense.

name	フレイル
displayName	Flail
rank	5
price	900
type	rod
part	main
img	rod_flail
grip	52,150
job	戦僧鍛司バ君
weight	16
reach	1
attack	9～17
times	2
speed	-2
slayer	巨人
detail	A weapon with a swinging tip and increased attack power.

name	モーニングスター
displayName	Morningstar
rank	14
price	5800
type	rod
part	main
img	rod_morning
grip	62,180
job	戦僧鍛司バ君
weight	19
reach	1
attack	16～29
times	2
speed	-2
slayer	巨人
detail	A highly offensive flail with spikes on the metal ball.

name	聖者のフレイル
displayName	Saint Rod
rank	33
price	145000
type	rod
part	main
img	rod_saint
grip	52,150
job	僧司君
weight	23
reach	1
attack	27～49
times	3
speed	-2
attrib	聖
slayer	巨人
detail	Flail with holy power.

name	ツインロッド
displayName	Twin Rod
rank	9
price	2200
type	rod
part	both
img	rod_twin
grip	53,50
job	モア
weight	8
times	3
attack	7～12
detail	Two sticks used in martial arts. Difficult to master.

name	トリプルロッド
displayName	Triple Rod
rank	25
price	47800
type	rod
part	both
img	rod_triple
grip	53,50
job	モア
weight	12
reach	1
attack	20～29
times	3
reach	1
detail	A weapon consisting of three connected rods that requires a mastery of martial arts to use.

name	トンファー
displayName	Wood Tonfa
rank	11
price	2800
type	tonfa
part	both
img	tonfa_wood
grip	58,11
job	モ
weight	8
attack	9～14
times	3
defense	2
sound	woodbreak
detail	Tonfa made of wood. Great for martial arts.

name	ゴールドトンファー
displayName	Gold Tonfa
rank	36
price	224000
type	tonfa
part	both
img	tonfa_gold
grip	58,11
job	モ
weight	10
attack	24～38
times	4
defense	5
attrib	魔
detail	A golden tonfa that flashes with every swing.

name	長い棒
displayName	Wood Pole
rank	6
price	1650
type	pole
part	double
reach	1
img	pole_wood
grip	40,280
job	ドモ
weight	12
attack	12～16
times	2
defense	2
sound	woodbreak
detail	A long wooden pole. Used in martial arts.

name	鉄の棒
displayName	Steel Pole
rank	17
price	15900
type	pole
part	double
reach	1
img	pole_iron
grip	40,280
job	ドモ
weight	24
attack	24～29
times	3
defense	4
detail	A long steel pole. Powerful but heavy.

name	達人の棒
displayName	Hex Pole
rank	27
price	65000
type	pole
part	double
reach	1
img	pole_hex
grip	40,280
sound	woodbreak
job	ドモ
weight	19
attack	32～38
times	4
defense	4
special	ＳＰ転職
cmdParam	モンク
detail	This pole used by masters has a hexagonal tip for increased attack power.

name	神秘の棒
displayName	Gold Pole
rank	43
price	364000
type	pole
part	double
reach	1
img	pole_gold
grip	40,280
job	ドモ
weight	23
attack	44～52
times	4
defense	5
attrib	魔
slayer	幽霊
detail	Pole with mystical power capable of attacking spirits.

name	木の杖
displayName	Wood Wand
rank	2
price	100
type	wand
part	main
img	wand_wood
grip	40,250
sound	woodbreak
weight	5
attack	1～4
detail	A wand carved out of a tree branch. Better than having nothing at all.

name	炎のロッド
displayName	Red Wand
rank	12
price	3600
type	wand
part	main
img	wand_red
grip	40,250
job	魔僧錬司ドソ召
weight	4
attack	3～6
attrib	火
detail	A wand that allows use of fire magic.

name	アイスロッド
displayName	Blue Wand
rank	12
price	3600
type	wand
part	main
img	wand_blue
grip	40,250
job	魔僧錬司ドソ召
weight	4
attack	3～6
attrib	冷
skill	凍結
detail	A wand that allows use of ice magic.

name	サンダーロッド
displayName	Black Wand
rank	13
price	5000
type	wand
part	main
img	wand_black
grip	40,250
job	魔僧錬司ドソ召
weight	4
attack	4～7
attrib	雷
skill	麻痺
detail	A wand that allows use of electric magic.

name	ドクロの杖
displayName	Skull Wand
rank	16
price	1400
type	wand
part	main
img	wand_skull
grip	40,250
sound	woodbreak
job	魔僧錬司ドソ召
weight	11
attack	8～14
attrib	邪
cursed	true
detail	Creepy wand with a skull at the tip.

name	いやしの杖
displayName	Healing Wand
rank	21
price	25900
type	wand
part	main
img	wand_oak
grip	40,250
sound	woodbreak
job	魔僧錬司ドソ召
weight	7
attack	16～20
detail	A wand with healing powers that can use restorative magic.

name	スターロッド
displayName	Star Wand
rank	50
price	940000
type	wand
part	main
img	wand_star
grip	40,250
job	魔僧錬司ドソ召
weight	5
attack	24～39
times	2
attrib	魔
special	ＳＰ転職
cmdParam	ソーサラー
detail	A wand containing the power of the stars.

name	固い杖
displayName	Tough Staff
rank	5
price	1200
type	staff
part	main
reach	1
img	staff_maple
grip	37,205
sound	woodbreak
job	魔僧錬司ドソ召
weight	8
attack	8～13
defense	4
detail	Hard tree branch used by sorcerers to protect themselves.

name	魔導士の杖
displayName	Wizard Staff
rank	13
price	4400
type	staff
part	main
reach	1
img	staff_crystal
grip	40,205
sound	woodbreak
job	魔錬ドソ召
weight	12
attack	16～21
defense	4
intellect	2
attrib	魔
detail	Popular staff among mages. It holds a little magical power.

name	聖なる杖
displayName	Holy Staff
rank	19
price	23000
type	staff
part	main
reach	1
img	staff_ring
grip	40,205
job	僧司
weight	10
attack	23～29
times	2
defense	6
attrib	聖
detail	A staff used by those who are ordained. Possesses holy power.

name	沈黙の杖
displayName	Silence Staff
rank	22
price	36500
type	staff
part	main
reach	1
img	staff_globe
grip	40,205
job	魔僧錬司ドソ召
weight	10
attack	22～30
times	2
defense	6
skill	沈黙
detail	A staff that silences opponents. Troublesome if an enemy has it.

name	アルテミスの杖
displayName	Artemis Staff
rank	30
price	86000
type	staff
part	main
reach	1
img	staff_moon
grip	40,205
job	魔僧錬司ドソ召
weight	12
attack	31～39
times	2
defense	7
attrib	聖
detail	A mystic staff bearing the name of a goddess. Gives great blessings.

name	ねじれた杖
displayName	Twisted Staff
rank	32
price	8888
type	staff
part	main
reach	1
img	staff_twist
grip	47,205
sound	woodbreak
job	魔僧錬司ドソ召
weight	13
attack	12～16
defense	-2
skill	混乱
special	ＳＰＭＰ回復,ＳＰ石化
cursed	true
detail	It is said that having a crooked staff makes you unhappy.

name	スリング
displayName	Sling
rank	4
price	700
type	rope
part	main
reach	2
img	rope_sling
grip	58,19
sound	tearleather
weight	7
attack	10～14
speed	-2
detail	A simple weapon for throwing stones that's usable by all jobs, but has negligible power.

name	パワースリング
displayName	Power Sling
rank	24
price	39500
type	rope
part	main
reach	2
img	rope_power
grip	58,19
sound	tearleather
weight	10
attack	27～34
times	2
speed	-2
detail	Sling that can be used by any job. Its highly elastic material greatly increases power.

name	革のムチ
displayName	Whip
rank	6
price	1400
type	rope
part	main
reach	1
img	rope_whip
grip	62,40
sound	tearleather
job	戦盗狩吟海召ア
weight	10
attack	5～10
times	2
speed	-2
skill	複数
detail	A lightweight whip made of leather. A valuable weapon that can be used to attack from the back row.

name	鎖のムチ
displayName	Chain Whip
rank	16
price	13200
type	rope
reach	1
part	main
img	rope_chain
